FullAddress,Steet,City,State,Zipcode,Retailer,Calc_Rebate,Check_Amount,AddressFull,Rebate_Status,RebateType,Site_Type
"5341 LASSEN AV, SAN JOSE, CA 95129",5341 LASSEN AV,SAN JOSE,CA,95129,SJ Water Co.,$0.00 ,,5341 LASSEN AV SJ 95129,Site is Disqualified,IW,Single Family
"820 W SUNNYOAKS AV, CAMPBELL, CA 95008",820 W SUNNYOAKS AV,CAMPBELL,CA,95008,SJ Water Co.,$529.00 ,$529.00 ,820 W SUNNYOAKS AV CA 95008,Check Issued,L,Single Family
"381 SURBER DR, SAN JOSE, CA 95123",381 SURBER DR,SAN JOSE,CA,95123,Great Oaks,$136.77 ,$136.77 ,381 SURBER DR SJ 95123,Check Issued,IW,Single Family
"1431 SHEFFIELD AV, CAMPBELL, CA 95008",1431 SHEFFIELD AV,CAMPBELL,CA,95008,SJ Water Co.,$369.98 ,$369.98 ,1431 SHEFFIELD AV CA 95008,Check Issued,IW,Single Family
"5341 LASSEN AV, SAN JOSE, CA 95129",5341 LASSEN AV,SAN JOSE,CA,95129,SJ Water Co.,$329.97 ,$329.97 ,5341 LASSEN AV SJ 95129,Check Issued,IW,Single Family
"1160 QUAIL RIDGE CT, SAN JOSE, CA 95120",1160 QUAIL RIDGE CT,SAN JOSE,CA,95120,SJ Water Co.,$300.00 ,,1160 QUAIL RIDGE CT SJ 95120,Appl. Received Complete,LIW,Single Family
"4340 INDIGO DR, SAN JOSE, CA 95136",4340 INDIGO DR,SAN JOSE,CA,95136,SJ Water Co.,$936.50 ,$936.50 ,4340 INDIGO DR SJ 95136,Check Issued,LD,Single Family
"215 TOPAZ ST, MILPITAS, CA 95035",215 TOPAZ ST,MILPITAS,CA,95035,Milpitas,$0.00 ,,215 TOPAZ ST MI 95035,Site is Disqualified,,Commercial
"10831 BARRINGTON BRIDGE CT, CUPERTINO, CA 95014",10831 BARRINGTON BRIDGE CT,CUPERTINO,CA,95014,SJ Water Co.,$279.99 ,$279.99 ,10831 BARRINGTON BRIDGE CT CU 95014,Check Issued,IW,Single Family
"1285 OAK KNOLL DR, SAN JOSE, CA 95129",1285 OAK KNOLL DR,SAN JOSE,CA,95129,SJ Water Co.,$0.00 ,,1285 OAK KNOLL DR SJ 95129,Site is Disqualified,LDIW,Single Family
"1248 DORCHESTER LN, SAN JOSE, CA 95118",1248 DORCHESTER LN,SAN JOSE,CA,95118,SJ Water Co.,$0.00 ,,1248 DORCHESTER LN SJ 95118,Site is Disqualified,IW,Single Family
"10388 BYRNE AV, CUPERTINO, CA 95014",10388 BYRNE AV,CUPERTINO,CA,95014,SJ Water Co.,$0.00 ,,10388 BYRNE AV CU 95014,Site is Disqualified,,Single Family
"13975 TRINITY AV, SARATOGA, CA 95070",13975 TRINITY AV,SARATOGA,CA,95070,SJ Water Co.,"$1,088.01 ","$1,088.01 ",13975 TRINITY AV SA 95070,Check Issued,LDIW,Single Family
"995 LA VISTA CT, MORGAN HILL, CA 95037",995 LA VISTA CT,MORGAN HILL,CA,95037,Morgan Hill,"$1,028.75 ",,995 LA VISTA CT MH 95037,Notice to Proceed Sent,D,Single Family
"809 HARVARD AV, SUNNYVALE, CA 94087",809 HARVARD AV,SUNNYVALE,CA,94087,Sunnyvale,"$1,045.59 ","$1,045.59 ",809 HARVARD AV SU 94087,Check Issued,LIW,Single Family
"655 S 13TH ST, SAN JOSE, CA 95112",655 S 13TH ST,SAN JOSE,CA,95112,SJ Water Co.,$0.00 ,,655 S 13TH ST SJ 95112,Appl. Received Complete,LD,Single Family
"973 BLUE JAY DR, SAN JOSE, CA 95125",973 BLUE JAY DR,SAN JOSE,CA,95125,SJ Water Co.,$533.00 ,$533.00 ,973 BLUE JAY DR SJ 95125,Check Issued,L,Single Family
"3675 WODZIENSKI DR, SAN JOSE, CA 95148",3675 WODZIENSKI DR,SAN JOSE,CA,95148,SJ Muni,$238.65 ,$238.65 ,3675 WODZIENSKI DR SJ 95148,Check Issued,IW,Single Family
"6531 SAN ANSELMO WY, SAN JOSE, CA 95119",6531 SAN ANSELMO WY,SAN JOSE,CA,95119,Great Oaks,$0.00 ,,6531 SAN ANSELMO WY SJ 95119,Site is Disqualified,LIW,Single Family
"2412 DENEVI DR, SAN JOSE, CA 95130",2412 DENEVI DR,SAN JOSE,CA,95130,SJ Water Co.,"$1,261.00 ","$1,261.00 ",2412 DENEVI DR SJ 95130,Check Issued,L,Single Family
"2663 WALLACE ST, SANTA CLARA, CA 95051",2663 WALLACE ST,SANTA CLARA,CA,95051,Santa Clara,$0.00 ,,2663 WALLACE ST SC 95051,Site is Disqualified,IW,Single Family
"7174 WINDCLIFF LN, SAN JOSE, CA 95138",7174 WINDCLIFF LN,SAN JOSE,CA,95138,Great Oaks,$392.00 ,,7174 WINDCLIFF LN SJ 95138,Appl. Received Complete,L,Single Family
"264 MORE AV, LOS GATOS, CA 95030",264 MORE AV,LOS GATOS,CA,95030,SJ Water Co.,"$1,172.25 ","$1,172.25 ",264 MORE AV LG 95030,Check Issued,LD,Single Family
"1555 MONTEVAL LN, SAN JOSE, CA 95120",1555 MONTEVAL LN,SAN JOSE,CA,95120,,$0.00 ,,1555 MONTEVAL LN SJ 95120,Site is Disqualified,D,Single Family
"2751 GLORIETTA CL, SANTA CLARA, CA 95051",2751 GLORIETTA CL,SANTA CLARA,CA,95051,Santa Clara,$889.00 ,"$1,778.00 ",2751 GLORIETTA CL SC 95051,Check Issued,L,Single Family
"5172 YORKTON WY, SAN JOSE, CA 95130",5172 YORKTON WY,SAN JOSE,CA,95130,SJ Water Co.,$279.99 ,$279.99 ,5172 YORKTON WY SJ 95130,Check Issued,IW,Single Family
"1038 EDENBURY LN, SAN JOSE, CA 95136",1038 EDENBURY LN,SAN JOSE,CA,95136,SJ Water Co.,$329.49 ,$329.49 ,1038 EDENBURY LN SJ 95136,Check Issued,IW,Single Family
"2286 ROYALTREE CL, SAN JOSE, CA 95131",2286 ROYALTREE CL,SAN JOSE,CA,95131,SJ Water Co.,$0.00 ,,2286 ROYALTREE CL SJ 95131,Site is Disqualified,IW,Single Family
"5145 BICKLEY CT, SAN JOSE, CA 95136",5145 BICKLEY CT,SAN JOSE,CA,95136,SJ Water Co.,$300.00 ,,5145 BICKLEY CT SJ 95136,Appl. Received Complete,LIW,Single Family
"1519 BITTERN DR, SUNNYVALE, CA 94087",1519 BITTERN DR,SUNNYVALE,CA,94087,Sunnyvale,$0.00 ,,1519 BITTERN DR SU 94087,Site is Disqualified,IW,Single Family
"1067 ENDERBY WY, SUNNYVALE, CA 94087",1067 ENDERBY WY,SUNNYVALE,CA,94087,Sunnyvale,$557.42 ,$557.42 ,1067 ENDERBY WY SU 94087,Check Issued,IW,Single Family
"2754 AGUA VISTA DR, SAN JOSE, CA 95132",2754 AGUA VISTA DR,SAN JOSE,CA,95132,SJ Water Co.,$912.00 ,$912.00 ,2754 AGUA VISTA DR SJ 95132,Check Issued,LIW,Single Family
"520 S BAYVIEW AV, SUNNYVALE, CA 94086",520 S BAYVIEW AV,SUNNYVALE,CA,94086,Sunnyvale,$0.00 ,,520 S BAYVIEW AV SU 94086,Site is Disqualified,LD,Single Family
"7688 SHADOWHILL LN, CUPERTINO, CA 95014",7688 SHADOWHILL LN,CUPERTINO,CA,95014,SJ Water Co.,"$1,142.00 ","$1,142.00 ",7688 SHADOWHILL LN CU 95014,Check Issued,L,Single Family
"17405 WOODS CT, MORGAN HILL, CA 95037",17405 WOODS CT,MORGAN HILL,CA,95037,Morgan Hill,$0.00 ,,17405 WOODS CT MH 95037,Site is Disqualified,W,Single Family
"2203 CHESLEY DR, SAN JOSE, CA 95130",2203 CHESLEY DR,SAN JOSE,CA,95130,SJ Water Co.,"$1,008.00 ","$1,008.00 ",2203 CHESLEY DR SJ 95130,Check Issued,L,Single Family
"1147 WELCH AV, SAN JOSE, CA 95117",1147 WELCH AV,SAN JOSE,CA,95117,SJ Water Co.,$420.00 ,$420.00 ,1147 WELCH AV SJ 95117,Check Issued,L,Single Family
"261 VICKERY LN, GILROY, CA 95020",261 VICKERY LN,GILROY,CA,95020,Gilroy,$0.00 ,,261 VICKERY LN GI 95020,Appl. Received Complete,L,Single Family
"4237 LINWOOD DR, SAN JOSE, CA 95124",4237 LINWOOD DR,SAN JOSE,CA,95124,SJ Water Co.,$252.52 ,$252.52 ,4237 LINWOOD DR SJ 95124,Check Issued,IW,Single Family
"1065 WEST HILL CT, CUPERTINO, CA 95014",1065 WEST HILL CT,CUPERTINO,CA,95014,SJ Water Co.,$414.61 ,$414.61 ,1065 WEST HILL CT CU 95014,Check Issued,IW,Single Family
"676 OAKWOOD CT, LOS ALTOS, CA 94024",676 OAKWOOD CT,LOS ALTOS,CA,94024,California Water,$0.00 ,,676 OAKWOOD CT LA 94024,Site is Disqualified,LDIW,Single Family
"17582 SAN BENITO WY, MONTE SERENO, CA 95030",17582 SAN BENITO WY,MONTE SERENO,CA,95030,SJ Water Co.,$229.00 ,$229.00 ,17582 SAN BENITO WY MS 95030,Check Issued,IW,Single Family
"1972 ASTRO CT, SAN JOSE, CA 95131",1972 ASTRO CT,SAN JOSE,CA,95131,SJ Water Co.,"$1,197.00 ","$1,197.00 ",1972 ASTRO CT SJ 95131,Check Issued,L,Single Family
"1612 ST REGIS DR, SAN JOSE, CA 95124",1612 ST REGIS DR,SAN JOSE,CA,95124,SJ Water Co.,$0.00 ,,1612 ST REGIS DR SJ 95124,Site is Disqualified,IW,Single Family
"2290 EMERSON ST, PALO ALTO, CA 94301",2290 EMERSON ST,PALO ALTO,CA,94301,Palo Alto,$0.00 ,,2290 EMERSON ST PA 94301,Site is Disqualified,LIW,Single Family
"800 FESTA AGLIO DR, GILROY, CA 95020",800 FESTA AGLIO DR,GILROY,CA,95020,Gilroy,$300.00 ,,800 FESTA AGLIO DR GI 95020,Appl. Received Complete,LIW,Single Family
"2854 FORBES AV, SANTA CLARA, CA 95051",2854 FORBES AV,SANTA CLARA,CA,95051,Santa Clara,$0.00 ,,2854 FORBES AV SC 95051,Site is Disqualified,W,Single Family
"1953 BOHANNON DR, SANTA CLARA, CA 95050",1953 BOHANNON DR,SANTA CLARA,CA,95050,Santa Clara,$0.00 ,,1953 BOHANNON DR SC 95050,Site is Disqualified,IW,Single Family
"265 SEASIDE DR, MILPITAS, CA 95035",265 SEASIDE DR,MILPITAS,CA,95035,Milpitas,$0.00 ,,265 SEASIDE DR MI 95035,Site is Disqualified,I,Single Family
"404 MURRAY ST, MILPITAS, CA 95035",404 MURRAY ST,MILPITAS,CA,95035,Milpitas,$179.99 ,$179.99 ,404 MURRAY ST MI 95035,Check Issued,IW,Single Family
"100 VALLEYHAVEN WY, SAN JOSE, CA 95111",100 VALLEYHAVEN WY,SAN JOSE,CA,95111,Great Oaks,$89.94 ,$89.94 ,100 VALLEYHAVEN WY SJ 95111,Check Issued,IW,Single Family
"2187 TALIA AV, SANTA CLARA, CA 95050",2187 TALIA AV,SANTA CLARA,CA,95050,Santa Clara,$259.94 ,$259.94 ,2187 TALIA AV SC 95050,Check Issued,IW,Single Family
"2993 BOWERY LN, SAN JOSE, CA 95135",2993 BOWERY LN,SAN JOSE,CA,95135,SJ Muni,$137.93 ,$137.93 ,2993 BOWERY LN SJ 95135,Check Issued,IW,Single Family
"179 ARCADIA AV, SANTA CLARA, CA 95051",179 ARCADIA AV,SANTA CLARA,CA,95051,Santa Clara,$247.93 ,$247.93 ,179 ARCADIA AV SC 95051,Check Issued,IW,Single Family
"215 TOPAZ ST, MILPITAS, CA 95035",215 TOPAZ ST,MILPITAS,CA,95035,Milpitas,"$8,648.98 ","$8,648.98 ",215 TOPAZ ST MI 95035,Check Issued,LIW,Commercial
"12329 BEAUCHAMPS LN, SARATOGA, CA 95070",12329 BEAUCHAMPS LN,SARATOGA,CA,95070,SJ Water Co.,"$1,198.00 ","$1,198.00 ",12329 BEAUCHAMPS LN SA 95070,Check Issued,L,Single Family
"12916 PIERCE RD, SARATOGA, CA 95070",12916 PIERCE RD,SARATOGA,CA,95070,SJ Water Co.,$269.28 ,$269.28 ,12916 PIERCE RD SA 95070,Check Issued,IW,Single Family
"859 FOREST AV, PALO ALTO, CA 94301",859 FOREST AV,PALO ALTO,CA,94301,Palo Alto,$302.54 ,$302.54 ,859 FOREST AV PA 94301,Check Issued,IW,Single Family
"6908 BURNSIDE DR, SAN JOSE, CA 95120",6908 BURNSIDE DR,SAN JOSE,CA,95120,SJ Water Co.,$301.09 ,$301.09 ,6908 BURNSIDE DR SJ 95120,Check Issued,IW,Single Family
"881 RAINTREE CT, SAN JOSE, CA 95129",881 RAINTREE CT,SAN JOSE,CA,95129,SJ Water Co.,$247.94 ,$247.94 ,881 RAINTREE CT SJ 95129,Check Issued,IW,Single Family
"15040 UNION AV, SAN JOSE, CA 95124",15040 UNION AV,SAN JOSE,CA,95124,SJ Water Co.,$0.00 ,,15040 UNION AV SJ 95124,Appl. Received Complete,L,Commercial
"3643 MEADOWLANDS LN, SAN JOSE, CA 95135",3643 MEADOWLANDS LN,SAN JOSE,CA,95135,SJ Muni,$272.60 ,$272.60 ,3643 MEADOWLANDS LN SJ 95135,Check Issued,I,Single Family
"1680 GRIZILO DR, SAN JOSE, CA 95124",1680 GRIZILO DR,SAN JOSE,CA,95124,SJ Water Co.,$79.99 ,$79.99 ,1680 GRIZILO DR SJ 95124,Check Issued,I,Single Family
"2310 SHADE TREE LN, SAN JOSE, CA 95131",2310 SHADE TREE LN,SAN JOSE,CA,95131,SJ Water Co.,$0.00 ,,2310 SHADE TREE LN SJ 95131,Appl. Received Complete,L,Single Family
"6655 DEVON PL, GILROY, CA 95020",6655 DEVON PL,GILROY,CA,95020,Gilroy,$300.00 ,,6655 DEVON PL GI 95020,Appl. Received Complete,LIW,Single Family
"1501 UNIVERSITY AV, SAN JOSE, CA 95126",1501 UNIVERSITY AV,SAN JOSE,CA,95126,SJ Water Co.,$0.00 ,,1501 UNIVERSITY AV SJ 95126,Site is Disqualified,IW,Single Family
"1417 MERRYWOOD DR, SAN JOSE, CA 95118",1417 MERRYWOOD DR,SAN JOSE,CA,95118,SJ Water Co.,$822.00 ,$822.00 ,1417 MERRYWOOD DR SJ 95118,Check Issued,L,Single Family
"13645 PASEO DEL ROBLE CT, LOS ALTOS HILLS, CA 94022",13645 PASEO DEL ROBLE CT,LOS ALTOS HILLS,CA,94022,Purissima Hills,$0.00 ,,13645 PASEO DEL ROBLE CT LH 94022,Site is Disqualified,IW,Single Family
"5854 PORTO ALEGRE DR, SAN JOSE, CA 95120",5854 PORTO ALEGRE DR,SAN JOSE,CA,95120,SJ Water Co.,$0.00 ,,5854 PORTO ALEGRE DR SJ 95120,Site is Disqualified,IW,Single Family
"1743 CLARENCE CT, SAN JOSE, CA 95124",1743 CLARENCE CT,SAN JOSE,CA,95124,SJ Water Co.,$125.74 ,$125.74 ,1743 CLARENCE CT SJ 95124,Check Issued,IW,Single Family
"5966 JACQUES DR, SAN JOSE, CA 95123",5966 JACQUES DR,SAN JOSE,CA,95123,SJ Water Co.,$329.97 ,$329.97 ,5966 JACQUES DR SJ 95123,Check Issued,IW,Single Family
"354 SUNSET AV, SUNNYVALE, CA 94086",354 SUNSET AV,SUNNYVALE,CA,94086,Sunnyvale,$0.00 ,,354 SUNSET AV SU 94086,Site is Disqualified,IW,Single Family
"4227 MACKIN WOODS LN, SAN JOSE, CA 95135",4227 MACKIN WOODS LN,SAN JOSE,CA,95135,SJ Muni,$0.00 ,,4227 MACKIN WOODS LN SJ 95135,Site is Disqualified,IW,Single Family
"4360 BLOOMFIELD DR, SAN JOSE, CA 95124",4360 BLOOMFIELD DR,SAN JOSE,CA,95124,SJ Water Co.,$0.00 ,,4360 BLOOMFIELD DR SJ 95124,Site is Disqualified,,Single Family
"22086 CLEARCREEK CT, CUPERTINO, CA 95014",22086 CLEARCREEK CT,CUPERTINO,CA,95014,SJ Water Co.,"$1,710.00 ",,22086 CLEARCREEK CT CU 95014,Appl. Received Complete,LIW,Single Family
"104 CALFHILL CT, LOS GATOS, CA 95032",104 CALFHILL CT,LOS GATOS,CA,95032,SJ Water Co.,$96.48 ,$96.48 ,104 CALFHILL CT LG 95032,Check Issued,IW,Single Family
"923 S MONROE ST, SAN JOSE, CA 95128",923 S MONROE ST,SAN JOSE,CA,95128,SJ Water Co.,$0.00 ,,923 S MONROE ST SJ 95128,Site is Disqualified,IW,Single Family
"1165 BLEWETT AV, SAN JOSE, CA 95125",1165 BLEWETT AV,SAN JOSE,CA,95125,SJ Water Co.,$325.00 ,,1165 BLEWETT AV SJ 95125,Appl. Received Complete,LIW,Single Family
"2696 LUCENA DR, SAN JOSE, CA 95132",2696 LUCENA DR,SAN JOSE,CA,95132,SJ Water Co.,$0.00 ,,2696 LUCENA DR SJ 95132,Appl. Received Complete,LD,Single Family
"1741 CAMBRIA CT, SAN JOSE, CA 95124",1741 CAMBRIA CT,SAN JOSE,CA,95124,SJ Water Co.,$638.00 ,$638.00 ,1741 CAMBRIA CT SJ 95124,Check Issued,L,Single Family
"4149 MACKIN WOODS LN, SAN JOSE, CA 95135",4149 MACKIN WOODS LN,SAN JOSE,CA,95135,SJ Muni,"$1,707.96 ","$1,707.96 ",4149 MACKIN WOODS LN SJ 95135,Check Issued,LIW,Single Family
"12150 SARAGLEN DR, SARATOGA, CA 95070",12150 SARAGLEN DR,SARATOGA,CA,95070,SJ Water Co.,"$1,064.00 ","$1,064.00 ",12150 SARAGLEN DR SA 95070,Check Issued,L,Single Family
"1864 LIMETREE LN, MOUNTAIN VIEW, CA 94040",1864 LIMETREE LN,MOUNTAIN VIEW,CA,94040,Mountain View,$0.00 ,,1864 LIMETREE LN MV 94040,Appl. Received Complete,LI,Single Family
"1618 HOLLINGSWORTH DR, MOUNTAIN VIEW, CA 94040",1618 HOLLINGSWORTH DR,MOUNTAIN VIEW,CA,94040,California Water,$383.06 ,$383.06 ,1618 HOLLINGSWORTH DR MV 94040,Check Issued,IW,Single Family
"1745 WAVERLEY ST, PALO ALTO, CA 94301",1745 WAVERLEY ST,PALO ALTO,CA,94301,Palo Alto,$0.00 ,,1745 WAVERLEY ST PA 94301,Appl. Received Complete,LD,Single Family
"10437 AVENIDA LN, CUPERTINO, CA 95014",10437 AVENIDA LN,CUPERTINO,CA,95014,SJ Water Co.,"$2,378.00 ","$2,378.00 ",10437 AVENIDA LN CU 95014,Check Issued,L,Single Family
"5805 PILAR CT, SAN JOSE, CA 95120",5805 PILAR CT,SAN JOSE,CA,95120,SJ Water Co.,$893.00 ,$893.00 ,5805 PILAR CT SJ 95120,Check Issued,L,Single Family
"1972 FOXWORTHY AV, SAN JOSE, CA 95124",1972 FOXWORTHY AV,SAN JOSE,CA,95124,SJ Water Co.,$375.53 ,$375.53 ,1972 FOXWORTHY AV SJ 95124,Check Issued,LIW,Single Family
"1540 PORTOLA AV, PALO ALTO, CA 94306",1540 PORTOLA AV,PALO ALTO,CA,94306,Palo Alto,$0.00 ,,1540 PORTOLA AV PA 94306,Site is Disqualified,W,Single Family
"3540 EDEN DR, SANTA CLARA, CA 95051",3540 EDEN DR,SANTA CLARA,CA,95051,Santa Clara,$179.99 ,$179.99 ,3540 EDEN DR SC 95051,Check Issued,W,Single Family
"705 VERA CRUZ AV, LOS ALTOS, CA 94022",705 VERA CRUZ AV,LOS ALTOS,CA,94022,California Water,$404.00 ,$404.00 ,705 VERA CRUZ AV LA 94022,Check Issued,L,Single Family
"17780 ELAINE CT, MORGAN HILL, CA 95037",17780 ELAINE CT,MORGAN HILL,CA,95037,Morgan Hill,$0.00 ,,17780 ELAINE CT MH 95037,Appl. Received Complete,L,Single Family
"3382 VALLEY SQUARE LN, SAN JOSE, CA 95117",3382 VALLEY SQUARE LN,SAN JOSE,CA,95117,SJ Water Co.,$878.00 ,$878.00 ,3382 VALLEY SQUARE LN SJ 95117,Check Issued,LD,Single Family
"729 HARVARD AV, SUNNYVALE, CA 94087",729 HARVARD AV,SUNNYVALE,CA,94087,Sunnyvale,$300.00 ,,729 HARVARD AV SU 94087,Appl. Received Complete,LIW,Single Family
"7540 HEATHERWOOD DR, CUPERTINO, CA 95014",7540 HEATHERWOOD DR,CUPERTINO,CA,95014,SJ Water Co.,$125.41 ,$125.41 ,7540 HEATHERWOOD DR CU 95014,Check Issued,IW,Single Family
"1161 ELYSIAN PL, SAN JOSE, CA 95125",1161 ELYSIAN PL,SAN JOSE,CA,95125,SJ Water Co.,$279.99 ,$279.99 ,1161 ELYSIAN PL SJ 95125,Check Issued,IW,Single Family
"3355 ST MICHAEL CT, PALO ALTO, CA 94306",3355 ST MICHAEL CT,PALO ALTO,CA,94306,Palo Alto,$0.00 ,,3355 ST MICHAEL CT PA 94306,Site is Disqualified,LW,Single Family
"1399 FOXWORTHY AV, SAN JOSE, CA 95118",1399 FOXWORTHY AV,SAN JOSE,CA,95118,SJ Water Co.,$732.50 ,$732.50 ,1399 FOXWORTHY AV SJ 95118,Check Issued,D,Commercial
"90 GILBERT AV, SANTA CLARA, CA 95051",90 GILBERT AV,SANTA CLARA,CA,95051,Santa Clara,$0.00 ,,90 GILBERT AV SC 95051,Site is Disqualified,L,Single Family
"14184 BLOSSOM HILL RD, LOS GATOS, CA 95032",14184 BLOSSOM HILL RD,LOS GATOS,CA,95032,SJ Water Co.,"$2,186.50 ","$2,186.50 ",14184 BLOSSOM HILL RD LG 95032,Check Issued,LD,Commercial
"2549 DELL AV, MOUNTAIN VIEW, CA 94043",2549 DELL AV,MOUNTAIN VIEW,CA,94043,Mountain View,"$1,420.56 ","$1,420.56 ",2549 DELL AV MV 94043,Check Issued,LIW,Single Family
"3269 TRABUCO CT, SAN JOSE, CA 95121",3269 TRABUCO CT,SAN JOSE,CA,95121,,$0.00 ,,3269 TRABUCO CT SJ 95121,Site is Disqualified,W,Single Family
"983 HAMPSWOOD WY, SAN JOSE, CA 95120",983 HAMPSWOOD WY,SAN JOSE,CA,95120,SJ Water Co.,$0.00 ,,983 HAMPSWOOD WY SJ 95120,Site is Disqualified,LIW,Single Family
"632 CARIBBEAN DR, SUNNYVALE, CA 94089",632 CARIBBEAN DR,SUNNYVALE,CA,94089,Sunnyvale,$0.00 ,,632 CARIBBEAN DR SU 94089,Site is Disqualified,L,Commercial
"208 PRINCE ST, LOS GATOS, CA 95030",208 PRINCE ST,LOS GATOS,CA,95030,SJ Water Co.,$491.93 ,$491.93 ,208 PRINCE ST LG 95030,Check Issued,LIW,Single Family
"1452 LUNING DR, SAN JOSE, CA 95118",1452 LUNING DR,SAN JOSE,CA,95118,SJ Water Co.,$252.44 ,$252.44 ,1452 LUNING DR SJ 95118,Check Issued,IW,Single Family
"2071 BOWERS AV, SANTA CLARA, CA 95051",2071 BOWERS AV,SANTA CLARA,CA,95051,Santa Clara,$0.00 ,,2071 BOWERS AV SC 95051,Site is Disqualified,IW,Single Family
"7575 KIRWIN LN, CUPERTINO, CA 95014",7575 KIRWIN LN,CUPERTINO,CA,95014,SJ Water Co.,$0.00 ,,7575 KIRWIN LN CU 95014,Appl. Received Complete,L,Single Family
"284 N RENGSTORFF AV, MOUNTAIN VIEW, CA 94043",284 N RENGSTORFF AV,MOUNTAIN VIEW,CA,94043,Mountain View,$389.00 ,$389.00 ,284 N RENGSTORFF AV MV 94043,Check Issued,LDI,Single Family
"3894 REXWOOD CT, SAN JOSE, CA 95121",3894 REXWOOD CT,SAN JOSE,CA,95121,SJ Muni,$876.00 ,$876.00 ,3894 REXWOOD CT SJ 95121,Check Issued,L,Single Family
"4141 HORIZON CT, SAN JOSE, CA 95148",4141 HORIZON CT,SAN JOSE,CA,95148,SJ Muni,$181.43 ,$181.43 ,4141 HORIZON CT SJ 95148,Check Issued,DIW,Single Family
"1141 LONGSHORE DR, SAN JOSE, CA 95128",1141 LONGSHORE DR,SAN JOSE,CA,95128,SJ Water Co.,$252.08 ,$252.08 ,1141 LONGSHORE DR SJ 95128,Check Issued,IW,Single Family
"1489 DANA AV, PALO ALTO, CA 94301",1489 DANA AV,PALO ALTO,CA,94301,Palo Alto,$476.17 ,$476.17 ,1489 DANA AV PA 94301,Check Issued,IW,Single Family
"990 ROSA CT, SUNNYVALE, CA 94086",990 ROSA CT,SUNNYVALE,CA,94086,Sunnyvale,$191.53 ,$191.53 ,990 ROSA CT SU 94086,Check Issued,IW,Single Family
"6212 CURRENT DR, SAN JOSE, CA 95123",6212 CURRENT DR,SAN JOSE,CA,95123,Great Oaks,$252.52 ,$252.52 ,6212 CURRENT DR SJ 95123,Check Issued,IW,Single Family
"6635 CATAMARAN ST, SAN JOSE, CA 95119",6635 CATAMARAN ST,SAN JOSE,CA,95119,Great Oaks,$123.47 ,$123.47 ,6635 CATAMARAN ST SJ 95119,Check Issued,IW,Single Family
"5092 YUCATAN WY, SAN JOSE, CA 95118",5092 YUCATAN WY,SAN JOSE,CA,95118,SJ Water Co.,$0.00 ,,5092 YUCATAN WY SJ 95118,Site is Disqualified,,Single Family
"1812 COMSTOCK LN, SAN JOSE, CA 95124",1812 COMSTOCK LN,SAN JOSE,CA,95124,SJ Water Co.,$279.99 ,$279.99 ,1812 COMSTOCK LN SJ 95124,Check Issued,IW,Single Family
"1545 SAN JUAN AV, SAN JOSE, CA 95110",1545 SAN JUAN AV,SAN JOSE,CA,95110,SJ Water Co.,$446.00 ,$446.00 ,1545 SAN JUAN AV SJ 95110,Check Issued,L,MFD
"3075 ATHERTON DR, SANTA CLARA, CA 95051",3075 ATHERTON DR,SANTA CLARA,CA,95051,Santa Clara,$279.99 ,$279.99 ,3075 ATHERTON DR SC 95051,Check Issued,IW,Single Family
"14294 ELVA AV, SARATOGA, CA 95070",14294 ELVA AV,SARATOGA,CA,95070,SJ Water Co.,$259.96 ,$259.96 ,14294 ELVA AV SA 95070,Check Issued,IW,Single Family
"1129 ANDREA DR, SAN JOSE, CA 95117",1129 ANDREA DR,SAN JOSE,CA,95117,SJ Water Co.,$276.72 ,$276.72 ,1129 ANDREA DR SJ 95117,Check Issued,IW,Single Family
"19450 VALLE VISTA DR, SARATOGA, CA 95070",19450 VALLE VISTA DR,SARATOGA,CA,95070,SJ Water Co.,$0.00 ,,19450 VALLE VISTA DR SA 95070,Appl. Received Complete,LD,Single Family
"1620 SWALLOW DR, SUNNYVALE, CA 94087",1620 SWALLOW DR,SUNNYVALE,CA,94087,Sunnyvale,$0.00 ,,1620 SWALLOW DR SU 94087,Site is Disqualified,IW,Single Family
"17660 BRUCE AV, MONTE SERENO, CA 95030",17660 BRUCE AV,MONTE SERENO,CA,95030,SJ Water Co.,"$2,000.00 ","$2,000.00 ",17660 BRUCE AV MS 95030,Check Issued,L,Single Family
"1538 REDDING PARK LN, CAMPBELL, CA 95008",1538 REDDING PARK LN,CAMPBELL,CA,95008,SJ Water Co.,$997.00 ,$997.00 ,1538 REDDING PARK LN CA 95008,Check Issued,D,MFD
"1440 SARATOGA AV, SARATOGA, CA 95070",1440 SARATOGA AV,SARATOGA,CA,95070,SJ Water Co.,$306.72 ,$306.72 ,1440 SARATOGA AV SA 95070,Check Issued,IW,Single Family
"261 WOODHAMS RD, SANTA CLARA, CA 95051",261 WOODHAMS RD,SANTA CLARA,CA,95051,Santa Clara,$0.00 ,,261 WOODHAMS RD SC 95051,Site is Disqualified,IW,Single Family
"924 QUERCUS CT, SUNNYVALE, CA 94086",924 QUERCUS CT,SUNNYVALE,CA,94086,Sunnyvale,"$1,498.00 ","$1,498.00 ",924 QUERCUS CT SU 94086,Check Issued,L,Single Family
"1440 UNIVERSITY AV, SAN JOSE, CA 95126",1440 UNIVERSITY AV,SAN JOSE,CA,95126,SJ Water Co.,$0.00 ,,1440 UNIVERSITY AV SJ 95126,Site is Disqualified,DIW,Single Family
